"QID","Const","Ceremony","SubmissionCountry","SubmissionTitle","Languages","Directors","Result","Result2","Your.Rating","Date.Rated","Title","Original.Title","Title.Type","IMDb.Rating","Runtime","Year","Num.Votes","Seen"
"Q110551781","tt10865174","95-2023","Paraguay","Eami","Ayoreo","Paz Encina","Not nominated","E",NA,"","EAMI","EAMI","Movie",6,83,2022,164,"No"
"Q109651187","tt15790830","95-2023","Peru","Moon Heart","No dialogue","Aldo Salvini ","Not nominated","E",NA,"","El Corazón de la Luna","El Corazón de la Luna","Movie",7.1,80,2021,81,"No"
"Q107476906","tt3785036","95-2023","Philippines","On the Job: The Missing 8","Filipino, English","Erik Matti","Not nominated","E",NA,"","On the Job 2: The Missing 8","On the Job 2: The Missing 8","Movie",7.6,208,2021,217,"No"
"Q117536621","tt14981626","95-2023","Portugal","Alma Viva ","Portuguese, French","Cristèle Alves Meira ","Not nominated","E",NA,"","Alma Viva","Alma Viva","Movie",6.7,85,2022,497,"No"
"Q119846633","tt15131982","95-2023","Romania","Immaculate","Romanian","Monica Stan , George Chiper-Lillemark ","Not nominated","E",NA,"","Immaculate","Imaculat","Movie",6,114,2021,463,"No"
"Q114916264","tt17827194","95-2023","Saudi Arabia","Raven Song ","Najdi Arabic","Mohamed Al-Salman","Not nominated","E",NA,"","Raven Song","Raven Song","Movie",5.7,109,2022,450,"No"
"Q115805078","tt21388904","95-2023","Senegal","Xalé","Wolof","Moussa Sene Absa","Not nominated","E",NA,"","Xalé","Xalé","Movie",7.1,101,2022,39,"No"
"Q97198397","tt10047904","95-2023","Serbia","Darkling ","Serbian, English, Italian","Dušan Milić","Not nominated","E",NA,"","Darkling","Mrak","Movie",6.7,104,2022,1022,"No"
"Q111547723","tt5213138","95-2023","Singapore","Ajoomma","Mandarin, Korean, English","He Shuming","Not nominated","E",NA,"","Ajoomma","Ajoomma","Movie",6.9,90,2022,390,"No"
"Q113362738","tt10687052","95-2023","Slovakia","Victim","Czech, Ukrainian","Michal Blaško","Not nominated","E",NA,"","Victim","Obet","Movie",6.6,91,2022,257,"No"
"Q115987792","tt11703266","95-2023","Slovenia","Orchestra ","Slovene, German","Matevž Luzar","Not nominated","E",NA,"","Orkester","Orkester","Movie",7.1,111,2021,146,"No"
"Q110622667","tt11930126","95-2023","Spain","Alcarràs","Catalan","Carla Simón","Not nominated","E",6,"2023-11-07","Alcarràs","Alcarràs","Movie",7,120,2023,7998,"Yes"
"Q110621293","tt14783042","95-2023","Switzerland","A Piece of Sky","Swiss German","Michael Koch","Not nominated","E",NA,"","A Piece of Sky","Drii Winter","Movie",6.5,136,2022,428,"No"
"Q113148229","tt15742308","95-2023","Taiwan","Goddamned Asura","Mandarin","Lou Yi-an","Not nominated","E",NA,"","Goddamned Asura","Gai si de a xiu luo","Movie",6.5,114,2021,335,"No"
"Q115516793","tt15138462","95-2023","Tanzania","Tug of War","Swahili, English","Amil Shivji","Not nominated","E",NA,"","Tug of War","Vuta N'Kuvute","Movie",7.4,92,2021,87,"No"
"Q104882631","tt11508438","95-2023","Thailand","One for the Road","Thai","Nattawut Poonpiriya","Not nominated","E",NA,"","One for the Road","Wan sudthay..Kxn bay thex","Movie",7.2,128,2021,1303,"No"
"Q112307513","tt15307126","95-2023","Tunisia","Under the Fig Trees","Tunisian Arabic","Erige Sehiri ","Not nominated","E",NA,"","Under the Fig Trees","Taht alshajra","Movie",6.5,92,2021,449,"No"
"Q118212673","tt15168234","95-2023","Turkey","Kerr","Turkish","Tayfun Pirselimoğlu","Not nominated","E",NA,"","Kerr","Kerr","Movie",5.9,101,2021,806,"No"
"Q115714331","tt20414524","95-2023","Uganda","Tembele","Swahili, Nkore, Luganda","Morris Mugisha","Not nominated","E",NA,"","Tembele","Tembele","Movie",7.9,90,2022,25,"No"
"Q110492062","tt16315948","95-2023","Ukraine","Klondike","Ukrainian, Russian, Chechen, Dutch","Maryna Er Gorbach","Not nominated","E",NA,"","Klondike","Klondaik","Movie",6.9,100,2022,1918,"No"
"Q113553975","tt9673176","95-2023","United Kingdom","Winners","Persian","Hassan Nazer","Not nominated","E",NA,"","Winners","Winners","Movie",7.3,85,2022,99,"No"
"Q111765798","tt14812780","95-2023","Uruguay","The Employer and the Employee","Spanish, Brazilian Portuguese, French","Manolo Nieto ","Not nominated","E",NA,"","The Employer and the Employee","El empleado y el patrón","Movie",6.5,106,2021,206,"No"
"Q107647647","tt13846544","95-2023","Venezuela","The Box","Spanish","Lorenzo Vigas","Not nominated","E",NA,"","The Box","La caja","Movie",6.6,92,2021,813,"No"
"Q114343144","tt13899926","95-2023","Vietnam","578 Magnum","Vietnamese","Lương Đình Dũng","Not nominated","E",NA,"","578 Magnum","578: Phat dan cua ke dien","Movie",4.3,95,2022,870,"No"
"Q110393260","tt10692578","95-2023","Malta","Carmen","Maltese, English","Valerie Buhagiar","Not on the final list","G",NA,"","Carmen","Carmen","Movie",6.3,87,2021,602,"No"
"Q116251270","tt26612950","96-2024","Germany","The Teachers' Lounge","German, English, Polish","İlker Çatak ","Nominated","B",9,"2024-01-29","The Teachers' Lounge","Das Lehrerzimmer","Movie",7.5,98,2023,18087,"Yes"
"Q120900212","tt14225838","96-2024","Italy","Io Capitano","Wolof, French","Matteo Garrone","Nominated","B",7,"2024-01-07","Io Capitano","Io capitano","Movie",7.6,121,2023,11453,"Yes"
"Q117663112","tt27503384","96-2024","Japan","Perfect Days","Japanese","Wim Wenders","Nominated","B",8,"2024-02-04","Perfect Days","Perfect Days","Movie",7.9,124,2023,47946,"Yes"
"Q112252419","tt16277242","96-2024","Spain","Society of the Snow","Spanish","J.A. Bayona","Nominated","B",7,"2024-01-07","Society of the Snow","La sociedad de la nieve","Movie",7.8,144,2024,139116,"Yes"
"Q115993222","tt7160372","96-2024","United Kingdom","The Zone of Interest","German, Polish","Jonathan Glazer","Nominated","B",9,"2024-02-23","The Zone of Interest","The Zone of Interest","Movie",7.4,105,2024,98385,"Yes"
"Q117848310","tt13616368","96-2024","Armenia","Amerikatsi","Armenian, English, Russian","Michael A. Goorjian","Made shortlist","D",6,"2024-01-13","Amerikatsi","Amerikatsi","Movie",7.4,121,2022,2958,"Yes"
"Q122396993","tt15560314","96-2024","Bhutan","The Monk and the Gun","Dzongkha, English","Pawo Choyning Dorji","Made shortlist","D",8,"2024-03-25","The Monk and the Gun","The Monk and the Gun","Movie",7.2,107,2024,1685,"Yes"
"Q112977212","tt20561198","96-2024","Denmark","The Promised Land","Danish","Nikolaj Arcel","Made shortlist","D",8,"2024-01-04","The Promised Land","Bastarden","Movie",7.7,127,2023,20161,"Yes"
"Q113396073","tt21027780","96-2024","Finland","Fallen Leaves","Finnish","Aki Kaurismäki","Made shortlist","D",7,"2024-01-29","Fallen Leaves","Kuolleet lehdet","Movie",7.3,81,2023,25666,"Yes"
"Q110953025","tt19760052","96-2024","France","The Taste of Things","French","Trần Anh Hùng","Made shortlist","D",9,"2024-03-10","The Taste of Things","La passion de Dodin Bouffant","Movie",7.4,135,2024,10546,"Yes"
"Q111667985","tt19623228","96-2024","Iceland","Godland","Danish, Icelandic","Hlynur Pálmason","Made shortlist","D",6,"2023-03-18","Godland","Vanskabte land","Movie",7.1,143,2023,7371,"Yes"
"Q116327000","tt26315142","96-2024","Mexico","Tótem","Spanish","Lila Avilés","Made shortlist","D",9,"2024-01-08","Totem","Tótem","Movie",7.1,95,2024,2798,"Yes"
"Q122740872","tt15307068","96-2024","Morocco","The Mother of All Lies","Arabic","Asmae El Moudir","Made shortlist","D",NA,"","The Mother of All Lies","Kadib Abyad","Movie",6.7,96,2023,389,"No"
"Q117705910","tt27502426","96-2024","Tunisia","Four Daughters","Arabic","Kaouther Ben Hania","Made shortlist","D",8,"2024-03-10","Four Daughters","Les filles d'Olfa","Movie",7.3,107,2023,3083,"Yes"
"Q116542843","tt24082438","96-2024","Ukraine","20 Days in Mariupol","Ukrainian, Russian, English","Mstyslav Chernov","Made shortlist","D",9,"2024-01-14","20 Days in Mariupol","20 Days in Mariupol","Movie",8.6,95,2023,21528,"Yes"
"Q122897749","tt22311436","96-2024","Albania","Alexander","Albanian, English","Ardit Sadiku","Not nominated","E",NA,"","Alexander","Alexander","Movie",7.3,80,2023,138,"No"
"Q117699115","tt18558306","96-2024","Argentina","The Delinquents","Spanish","Rodrigo Moreno","Not nominated","E",6,"2024-05-06","The Delinquents","Los delincuentes","Movie",6.8,189,2023,3194,"Yes"
"Q115686447","tt13200006","96-2024","Australia","Shayda","Persian, English","Noora Niasari ","Not nominated","E",NA,"","Shayda","Shayda","Movie",6.7,117,2023,896,"No"
"Q113307023","tt21377368","96-2024","Austria","Vera","Italian","Tizza Covi and Rainer Frimmel","Not nominated","E",NA,"","Vera","Vera","Movie",6.8,115,2022,383,"No"
"Q109587561","tt15433040","96-2024","Bangladesh","No Ground Beneath the Feet","Bengali","Mohammad Rabby Mridha","Not nominated","E",NA,"","No Ground Beneath the Feet","No Ground Beneath the Feet","Movie",6.6,91,2021,17,"No"
"Q122547783","tt21086802","96-2024","Belgium","Omen","French, Swahili, Lingala","Baloji","Not nominated","E",6,"2024-06-07","Omen","Augure","Movie",5.9,92,2023,818,"Yes"
"Q115314075","tt12065036","96-2024","Bolivia","The Visitor","Spanish","Martín Boulocq ","Not nominated","E",NA,"","The Visitor","El Visitante","Movie",6.4,86,2022,85,"No"
"Q122226197","tt27907897","96-2024","Bosnia and Herzegovina","Excursion","Bosnian","Una Gunjak ","Not nominated","E",NA,"","Excursion","Ekskurzija","Movie",6.5,93,2023,178,"No"
"Q118466135","tt27502227","96-2024","Brazil","Pictures of Ghosts","Portuguese","Kleber Mendonça Filho","Not nominated","E",7,"2024-04-16","Pictures of Ghosts","Retratos Fantasmas","Movie",7.7,93,2023,1618,"Yes"
"Q120749752","tt27996716","96-2024","Bulgaria","Blaga's Lessons","Bulgarian","Stephan Komandarev","Not nominated","E",NA,"","Blaga's Lessons","Urotcite na Blaga","Movie",7.3,114,2023,613,"No"
"Q116859424","tt26440747","96-2024","Burkina Faso","Sira","French, Fula","Apolline Traoré","Not nominated","E",NA,"","Sira","Sira","Movie",6.6,122,2023,181,"No"
"Q123375851","tt22490938","96-2024","Cameroon","Half Heaven","Cameroonian Pidgin English","Enah Johnscott","Not nominated","E",5,"2024-05-18","Half Heaven","Half Heaven","Movie",6.4,127,2023,62,"Yes"
"Q112118922","tt11614126","96-2024","Canada","Rojek","Kurdish, English, Arabic, French, German","Zaynê Akyol","Not nominated","E",NA,"","Rojek","Rojek","Movie",7.3,127,2022,83,"No"
"Q118877515","tt10370812","96-2024","Chile","The Settlers","Spanish, English","Felipe Gálvez Haberle","Not nominated","E",8,"2024-03-31","The Settlers","Los colonos","Movie",7,97,2024,3816,"Yes"
"Q108659445","tt13539646","96-2024","China","The Wandering Earth II","Mandarin","Frant Gwo","Not nominated","E",6,"2023-01-26","The Wandering Earth II","Liu lang di qiu 2","Movie",6.8,173,2023,13868,"Yes"
"Q111656828","tt19711858","96-2024","Colombia","Un Varón","Spanish","Fabián Hernández Alvarado ","Not nominated","E",NA,"","A Male","Un varón","Movie",5.7,81,2022,301,"No"
"Q113507592","tt21227238","96-2024","Costa Rica","I Have Electric Dreams","Spanish","Valentina Maurel","Not nominated","E",NA,"","I Have Electric Dreams","Tengo sueños eléctricos","Movie",6.7,102,2022,1003,"No"
"Q122364282","tt22247236","96-2024","Croatia","Traces ","Croatian","Dubravka Turić","Not nominated","E",NA,"","Traces","Tragovi","Movie",5.8,98,2022,132,"No"
"Q113987828","tt14232442","96-2024","Czech Republic","Brothers","Czech","Tomáš Mašín ","Not nominated","E",6,"2024-03-31","Brothers","Bratri","Movie",6.8,135,2023,349,"Yes"
"Q119686517","tt20158996","96-2024","Dominican Republic","Cuarencena","Spanish","David Maler","Not nominated","E",NA,"","Cuarencena","Cuarencena","Movie",7.8,90,2023,37,"No"
"Q122740863","tt27721079","96-2024","Egypt","Voy! Voy! Voy!","Arabic","Omar Hilal","Not nominated","E",NA,"","Voy! Voy! Voy!","Voy! Voy! Voy!","Movie",7.8,100,2023,1937,"No"
"Q116458523","tt23640230","96-2024","Estonia","Smoke Sauna Sisterhood","Estonian, Seto, Võro","Anna Hints","Not nominated","E",8,"2023-12-21","Smoke Sauna Sisterhood","Savvusanna sõsarad","Movie",7.2,89,2024,2177,"Yes"
"Q122547852","tt27860464","96-2024","Georgia","Citizen Saint","Georgian","Tinatin Kajrishvili","Not nominated","E",NA,"","Citizen Saint","Mokalake Tsmindani","Movie",7.6,100,2023,101,"No"
"Q122486932","tt19631646","96-2024","Greece","Behind the Haystacks","Greek","Asimina Proedrou","Not nominated","E",NA,"","Behind the Haystacks","Piso apo tis thimonies","Movie",7.1,118,2022,784,"No"
"Q116784048","tt11736638","96-2024","Hungary","Four Souls of Coyote","Hungarian","Áron Gauder","Not nominated","E",8,"2024-05-21","Four Souls of Coyote","Kojot négy lelke","Movie",7.2,103,2023,557,"Yes"
"Q115878911","tt9006564","96-2024","India","2018 – Everyone Is a Hero","Malayalam","Jude Anthany Joseph","Not nominated","E",7,"2024-04-15","2018","2018","Movie",8.3,150,2023,12663,"Yes"
"Q111755353","tt21372280","96-2024","Indonesia","Autobiography","Indonesian","Makbul Mubarak ","Not nominated","E",8,"2024-06-06","Autobiography","Autobiography","Movie",7.2,115,2023,782,"Yes"
"Q111182317","tt18228180","96-2024","Iran","The Night Guardian","Persian","Reza Mirkarimi","Not nominated","E",NA,"","The Night Guardian","Negahban-e Shab","Movie",6.3,118,2022,275,"No"
"Q113626810","tt21378768","96-2024","Iraq","Hanging Gardens","Arabic","Ahmed Yassin Al Daradji","Not nominated","E",NA,"","Hanging Gardens","Janain mualaqa","Movie",7.8,117,2022,92,"No"
"Q123375853","tt21936526","96-2024","Ireland","In the Shadow of Beirut","Arabic","Stephen Gerard Kelly and Garry Keane","Not nominated","E",NA,"","In the Shadow of Beirut","In the Shadow of Beirut","Movie",8.3,92,2023,72,"No"
"Q121410238","tt28239482","96-2024","Israel","Seven Blessings","Hebrew, Arabic, French","Ayelet Menahemi","Not nominated","E",NA,"","Seven Blessings","Sheva Brachot","Movie",8.1,108,2023,247,"No"
"Q122874858","tt25406412","96-2024","Jordan","Inshallah a Boy","Arabic","Amjad Al-Rasheed","Not nominated","E",7,"2024-02-16","Inshallah a Boy","Inshallah walad","Movie",7.2,113,2024,1189,"Yes"
"Q122897754","tt29313917","96-2024","Kenya","Mvera","Swahili, English","Daudi Anguka","Not nominated","E",NA,"","Mvera","Mvera","Movie",4,117,2023,8,"No"
"Q122549594","tt29138358","96-2024","Latvia","My Freedom","Latvian","Ilze Kunga-Melgaile","Not nominated","E",NA,"","My Freedom","My Freedom","Movie",6.3,106,2023,84,"No"
"Q116203455","tt15289510","96-2024","Lithuania","Slow","Lithuanian, English","Marija Kavtaradzė","Not nominated","E",9,"2024-04-08","Slow","Slow","Movie",7.1,108,2023,1495,"Yes"
"Q114325905","tt22482974","96-2024","Luxembourg","The Last Ashes","Luxembourgish","Loïc Tanson ","Not nominated","E",NA,"","The Last Ashes","Läif a Séil","Movie",6.8,120,2023,64,"No"
"Q118753835","tt10803634","96-2024","Malaysia","Tiger Stripes","Malay","Amanda Nell Eu","Not nominated","E",NA,"","Tiger Stripes","Tiger Stripes","Movie",6,95,2023,830,"No"
"Q122897759","tt29057340","96-2024","Moldova","Thunders","Romanian","Ioane Bobeica","Not nominated","E",NA,"","Thunders","Tunete","Movie",7.9,75,2023,49,"No"
"Q122329533","tt27816866","96-2024","Mongolia","City of Wind","Mongolian","Lkhagvadulam Purev-Ochir","Not nominated","E",NA,"","City of Wind","Ser ser salhi","Movie",6.8,104,2023,212,"No"
"Q122487022","tt11646964","96-2024","Montenegro","Sirin","Serbo-Croatian","Senad Šahmanović","Not nominated","E",NA,"","Sirin","Sirin","Movie",6.8,90,2023,39,"No"
"Q123375855","tt8789594","96-2024","Namibia","Under the Hanging Tree","Afrikaans, German, English","Perivi Katjavivi","Not nominated","E",NA,"","Under the Hanging Tree","Under the Hanging Tree","Movie",6.1,90,2023,31,"No"
"Q123169097","tt10533360","96-2024","Nepal","Halkara","Nepali","Bikram Sapkota","Not nominated","E",NA,"","Halkara","Halkara","Movie",7.3,110,2022,102,"No"
"Q122364283","tt13110998","96-2024","Netherlands","Sweet Dreams","Dutch, Indonesian","Ena Sendijarević","Not nominated","E",NA,"","Sweet Dreams","Sweet Dreams","Movie",6.5,102,2023,1090,"No"
"Q116947644","tt6315898","96-2024","Nigeria","Mami Wata","West African Pidgin English, Fon","C.J. Obasi","Not nominated","E",NA,"","Mami Wata","Mami Wata","Movie",6.6,107,2023,410,"No"
"Q120900666","tt24244436","96-2024","North Macedonia","Housekeeping for Beginners","Macedonian, Romani, Albanian","Goran Stolevski","Not nominated","E",7,"2024-05-15","Housekeeping for Beginners","Domakinstvo za Pocetnici","Movie",7,107,2024,743,"Yes"
"Q122764479","tt23638508","96-2024","Norway","Songs of Earth","Norwegian","Margreth Olin","Not nominated","E",7,"2024-06-03","Songs of Earth","Fedrelandet","Movie",7.1,90,2023,698,"Yes"
"Q118465262","tt27470830","96-2024","Pakistan","In Flames","Urdu","Zarrar Kahn","Not nominated","E",NA,"","In Flames","In Flames","Movie",6.3,98,2023,274,"No"
"Q121410196","tt22857256","96-2024","Palestine","Bye Bye Tiberias","French, Arabic","Lina Soualem","Not nominated","E",NA,"","Bye Bye Tiberias","Bye Bye Tibériade","Movie",7.3,82,2023,362,"No"
"Q122740886","tt14661730","96-2024","Panama","Tito, Margot & Me","Spanish, English","Mercedes Arias and Delfina Vidal","Not nominated","E",NA,"","Tito, Margot & Me","Tito, Margot y yo","Movie",4.2,92,2022,19,"No"
"Q122636648","tt28690747","96-2024","Paraguay","The Last Runway 2, Commando Yaguarete","Spanish","Armando Aquino and Mauricio Rial","Not nominated","E",NA,"","The Last Runway 2, Commando Yaguarete","Leal 2, Comando Yaguareté","Movie",7.4,92,2023,19,"No"
"Q121354028","tt28775396","96-2024","Peru","The Erection of Toribio Bardelli","Spanish","Adrián Saba","Not nominated","E",NA,"","The Erection of Toribio Bardelli","La erección de Toribio Bardelli","Movie",6.9,82,2023,60,"No"
"Q122883153","tt28288396","96-2024","Philippines","The Missing","Ilocano, Filipino","Carl Joseph Papa","Not nominated","E",NA,"","The Missing","Iti mapukpukaw","Movie",7.5,90,2023,207,"No"
"Q120887437","tt10651230","96-2024","Poland","The Peasants","Polish","DK Welchman and Hugh Welchman","Not nominated","E",7,"2024-04-07","The Peasants","Chlopi","Movie",7.7,114,2023,5715,"Yes"
"Q116411438","tt14007288","96-2024","Portugal","Bad Living","Portuguese","João Canijo","Not nominated","E",NA,"","Bad Living","Mal Viver","Movie",6.7,127,2023,624,"No"
"Q121200137","tt18162096","96-2024","Romania","Do Not Expect Too Much from the End of the World","Romanian","Radu Jude","Not nominated","E",8,"2024-05-06","Do Not Expect Too Much from the End of the World","Nu astepta prea mult de la sfârsitul lumii","Movie",7.4,163,2024,2261,"Yes"
"Q123375857","tt25366998","96-2024","Saudi Arabia","Alhamour H.A.","Arabic","Abdulelah Alqurashi","Not nominated","E",6,"2024-05-18","Alhamour H.A.","Alhamour H.A.","Movie",7.1,120,2023,1713,"Yes"
"Q117663210","tt26256406","96-2024","Senegal","Banel & Adama","Pular, French","Ramata-Toulaye Sy","Not nominated","E",NA,"","Banel & Adama","Banel e Adama","Movie",6.3,87,2023,451,"No"
"Q122897764","tt28760144","96-2024","Serbia","The Duke and the Poet","Serbian","Milorad Milinković","Not nominated","E",NA,"","The Duke and the Poet","Sto se bore misli moje","Movie",6.2,140,2023,228,"No"
"Q118805422","tt17052842","96-2024","Singapore","The Breaking Ice","Mandarin, Korean","Anthony Chen","Not nominated","E",6,"2024-03-31","The Breaking Ice","Ran dong","Movie",6.5,97,2024,1002,"Yes"
