"ItemTitle","IMDBid","Rating","Rated.Date"
"Mrs. Doubtfire","tt0107614","6","Rated on 09 Jul 2021"
"The Lion King","tt0110357","9","Rated on 09 Jul 2021"
"Babe","tt0112431","6","Rated on 09 Jul 2021"
"Pocahontas","tt0114148","4","Rated on 09 Jul 2021"
"Emma","tt0116191","5","Rated on 09 Jul 2021"
"Evita","tt0116250","6","Rated on 09 Jul 2021"
"The Nutty Professor","tt0117218","6","Rated on 09 Jul 2021"
"Good Will Hunting","tt0119217","7","Rated on 09 Jul 2021"
"Men in Black","tt0119654","8","Rated on 09 Jul 2021"
"As Good as It Gets","tt0119822","8","Rated on 09 Jul 2021"
"The Prince of Egypt","tt0120794","6","Rated on 09 Jul 2021"
"Elizabeth","tt0127536","6","Rated on 09 Jul 2021"
"Tarzan","tt0120855","6","Rated on 09 Jul 2021"
"Sleepy Hollow","tt0162661","6","Rated on 09 Jul 2021"
"American Beauty","tt0169547","9","Rated on 09 Jul 2021"
"Gladiator","tt0172495","6","Rated on 09 Jul 2021"
"Almost Famous","tt0181875","9","Rated on 09 Jul 2021"
"Crouching Tiger, Hidden Dragon","tt0190332","8","Rated on 09 Jul 2021"
"Erin Brockovich","tt0195685","7","Rated on 09 Jul 2021"
"For the Birds","tt0248808","7","Rated on 09 Jul 2021"
"The Lord of the Rings: The Fellowship of the Ring","tt0120737","7","Rated on 09 Jul 2021"
"Moulin Rouge!","tt0203009","7","Rated on 09 Jul 2021"
"Pearl Harbor","tt0213149","4","Rated on 09 Jul 2021"
"Black Hawk Down","tt0265086","6","Rated on 09 Jul 2021"
"A Beautiful Mind","tt0268978","6","Rated on 09 Jul 2021"
"Road to Perdition","tt0257044","6","Rated on 09 Jul 2021"
"8 Mile","tt0298203","6","Rated on 09 Jul 2021"
"Bowling for Columbine","tt0310793","8","Rated on 09 Jul 2021"
"Cold Mountain","tt0159365","6","Rated on 09 Jul 2021"
"The Lord of the Rings: The Return of the King","tt0167260","7","Rated on 09 Jul 2021"
"Finding Nemo","tt0266543","8","Rated on 09 Jul 2021"
"Master and Commander: The Far Side of the World","tt0311113","8","Rated on 09 Jul 2021"
"The Fog of War","tt0317910","8","Rated on 09 Jul 2021"
"Mystic River","tt0327056","7","Rated on 09 Jul 2021"
"Lost in Translation","tt0335266","6","Rated on 09 Jul 2021"
"Finding Neverland","tt0308644","7","Rated on 09 Jul 2021"
"Spider-Man 2","tt0316654","3","Rated on 09 Jul 2021"
"The Incredibles","tt0317705","8","Rated on 09 Jul 2021"
"The Motorcycle Diaries","tt0318462","6","Rated on 09 Jul 2021"
"Eternal Sunshine of the Spotless Mind","tt0338013","5","Rated on 09 Jul 2021"
"The Aviator","tt0338751","5","Rated on 09 Jul 2021"
"A Series of Unfortunate Events","tt0339291","4","Rated on 09 Jul 2021"
"Sideways","tt0375063","7","Rated on 09 Jul 2021"
"Crash","tt0375679","6","Rated on 09 Jul 2021"
"Million Dollar Baby","tt0405159","7","Rated on 09 Jul 2021"
"Walk the Line","tt0358273","6","Rated on 09 Jul 2021"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","tt0363771","4","Rated on 09 Jul 2021"
"Syriana","tt0365737","4","Rated on 09 Jul 2021"
"Capote","tt0379725","7","Rated on 09 Jul 2021"
"The Constant Gardener","tt0387131","5","Rated on 09 Jul 2021"
"March of the Penguins","tt0428803","9","Rated on 09 Jul 2021"
"Pirates of the Caribbean: Dead Man's Chest","tt0383574","5","Rated on 09 Jul 2021"
"The Lives of Others","tt0405094","8","Rated on 09 Jul 2021"
"The Departed","tt0407887","6","Rated on 09 Jul 2021"
"Marie Antoinette","tt0422720","4","Rated on 09 Jul 2021"
"The Queen","tt0436697","7","Rated on 09 Jul 2021"
"Dreamgirls","tt0443489","8","Rated on 09 Jul 2021"
"Little Miss Sunshine","tt0449059","7","Rated on 09 Jul 2021"
"Babel","tt0449467","6","Rated on 09 Jul 2021"
"The Last King of Scotland","tt0455590","8","Rated on 09 Jul 2021"
"Pan's Labyrinth","tt0457430","9","Rated on 09 Jul 2021"
"An Inconvenient Truth","tt0497116","7","Rated on 09 Jul 2021"
"Ratatouille","tt0382932","8","Rated on 09 Jul 2021"
"The Golden Compass","tt0385752","5","Rated on 09 Jul 2021"
"Sweeney Todd: The Demon Barber of Fleet Street","tt0408236","6","Rated on 09 Jul 2021"
"Elizabeth: The Golden Age","tt0414055","5","Rated on 09 Jul 2021"
"The Bourne Ultimatum","tt0440963","6","Rated on 09 Jul 2021"
"Michael Clayton","tt0465538","5","Rated on 09 Jul 2021"
"Juno","tt0467406","7","Rated on 09 Jul 2021"
"No Country for Old Men","tt0477348","9","Rated on 09 Jul 2021"
"Atonement","tt0783233","5","Rated on 09 Jul 2021"
"The Curious Case of Benjamin Button","tt0421715","6","Rated on 09 Jul 2021"
"The Hurt Locker","tt0887912","9","Rated on 09 Jul 2021"
"WALL·E","tt0910970","9","Rated on 09 Jul 2021"
"The Reader","tt0976051","7","Rated on 09 Jul 2021"
"Slumdog Millionaire","tt1010048","8","Rated on 09 Jul 2021"
"Inglourious Basterds","tt0361748","6","Rated on 09 Jul 2021"
"Avatar","tt0499549","8","Rated on 09 Jul 2021"
"Star Trek","tt0796366","7","Rated on 09 Jul 2021"
"The Blind Side","tt0878804","7","Rated on 09 Jul 2021"
"Up","tt1049413","9","Rated on 09 Jul 2021"
"Toy Story 3","tt0435761","7","Rated on 09 Jul 2021"
"Black Swan","tt0947798","9","Rated on 09 Jul 2021"
"The Social Network","tt1285016","6","Rated on 09 Jul 2021"
"The King's Speech","tt1504320","8","Rated on 09 Jul 2021"
"Hugo","tt0970179","6","Rated on 09 Jul 2021"
"The Iron Lady","tt1007029","6","Rated on 09 Jul 2021"
"The Descendants","tt1033575","7","Rated on 09 Jul 2021"
"The Muppets","tt1204342","8","Rated on 09 Jul 2021"
"The Help","tt1454029","6","Rated on 09 Jul 2021"
"The Girl with the Dragon Tattoo","tt1568346","5","Rated on 09 Jul 2021"
"Midnight in Paris","tt1605783","7","Rated on 09 Jul 2021"
"Argo","tt1024648","6","Rated on 09 Jul 2021"
"Silver Linings Playbook","tt1045658","9","Rated on 09 Jul 2021"
"Skyfall","tt1074638","8","Rated on 09 Jul 2021"
"Brave","tt1217209","7","Rated on 09 Jul 2021"
"Les Misérables","tt1707386","6","Rated on 09 Jul 2021"
"Zero Dark Thirty","tt1790885","7","Rated on 09 Jul 2021"
"Django Unchained","tt1853728","6","Rated on 09 Jul 2021"
"The Great Gatsby","tt1343092","6","Rated on 09 Jul 2021"
"Gravity","tt1454468","7","Rated on 09 Jul 2021"
"Her","tt1798709","8","Rated on 09 Jul 2021"
"12 Years a Slave","tt2024544","8","Rated on 09 Jul 2021"
"Frozen","tt2294629","7","Rated on 09 Jul 2021"
"Blue Jasmine","tt2334873","6","Rated on 09 Jul 2021"
"Ex Machina","tt0470752","9","Rated on 09 Jul 2021"
"Interstellar","tt0816692","8","Rated on 09 Jul 2021"
"Selma","tt1020072","8","Rated on 09 Jul 2021"
"Boyhood","tt1065073","8","Rated on 09 Jul 2021"
"The Imitation Game","tt2084970","7","Rated on 09 Jul 2021"
"American Sniper","tt2179136","6","Rated on 09 Jul 2021"
"Big Hero 6","tt2245084","7","Rated on 09 Jul 2021"
"The Grand Budapest Hotel","tt2278388","6","Rated on 09 Jul 2021"
"Birdman or (The Unexpected Virtue of Ignorance)","tt2562232","8","Rated on 09 Jul 2021"
"The Theory of Everything","tt2980516","6","Rated on 09 Jul 2021"
"The Danish Girl","tt0810819","7","Rated on 09 Jul 2021"
"Mad Max: Fury Road","tt1392190","7","Rated on 09 Jul 2021"
"The Big Short","tt1596363","6","Rated on 09 Jul 2021"
"Spotlight","tt1895587","8","Rated on 09 Jul 2021"
"Inside Out","tt2096673","8","Rated on 09 Jul 2021"
"Spectre","tt2379713","4","Rated on 09 Jul 2021"
"Room","tt3170832","7","Rated on 09 Jul 2021"
"Bridge of Spies","tt3682448","6","Rated on 09 Jul 2021"
"Arrival","tt2543164","6","Rated on 09 Jul 2021"
"Fences","tt2671706","7","Rated on 09 Jul 2021"
"Zootopia","tt2948356","7","Rated on 09 Jul 2021"
"Fantastic Beasts and Where to Find Them","tt3183660","5","Rated on 09 Jul 2021"
"La La Land","tt3783958","7","Rated on 09 Jul 2021"
"Manchester by the Sea","tt4034228","6","Rated on 09 Jul 2021"
"Moonlight","tt4975722","8","Rated on 09 Jul 2021"
"Blade Runner 2049","tt1856101","8","Rated on 09 Jul 2021"
"Coco","tt2380307","9","Rated on 09 Jul 2021"
"Darkest Hour","tt4555426","7","Rated on 09 Jul 2021"
"Dunkirk","tt5013056","8","Rated on 09 Jul 2021"
"Three Billboards Outside Ebbing, Missouri","tt5027774","7","Rated on 09 Jul 2021"
"Get Out","tt5052448","9","Rated on 09 Jul 2021"
"I, Tonya","tt5580036","8","Rated on 09 Jul 2021"
"The Shape of Water","tt5580390","9","Rated on 09 Jul 2021"
"Call Me by Your Name","tt5726616","9","Rated on 09 Jul 2021"
"A Star Is Born","tt1517451","8","Rated on 09 Jul 2021"
"Bohemian Rhapsody","tt1727824","6","Rated on 09 Jul 2021"
"Black Panther","tt1825683","7","Rated on 09 Jul 2021"
"Spider-Man: Into the Spider-Verse","tt4633694","10","Rated on 09 Jul 2021"
"The Favourite","tt5083738","8","Rated on 09 Jul 2021"
"BlacKkKlansman","tt7349662","7","Rated on 09 Jul 2021"
"Bao","tt8075496","9","Rated on 09 Jul 2021"
"Toy Story 4","tt1979376","7","Rated on 09 Jul 2021"
"Rocketman","tt2066051","6","Rated on 09 Jul 2021"
"Jojo Rabbit","tt2584384","6","Rated on 09 Jul 2021"
"Sound of Metal","tt5363618","9","Rated on 09 Jul 2021"
"Bombshell","tt6394270","5","Rated on 09 Jul 2021"
"Judy","tt7549996","7","Rated on 09 Jul 2021"
"Marriage Story","tt7653254","7","Rated on 09 Jul 2021"
"Ma Rainey's Black Bottom","tt10514222","7","Rated on 09 Jul 2021"
"Mank","tt10618286","7","Rated on 09 Jul 2021"
"My Octopus Teacher","tt12888462","7","Rated on 09 Jul 2021"
"Tenet","tt6723592","4","Rated on 09 Jul 2021"
"Promising Young Woman","tt9620292","7","Rated on 09 Jul 2021"
"Sin","tt6458228","6","Rated on 09 Jul 2021"
"The Bloodhound","tt6920798","3","Rated on 09 Jul 2021"
"Minor Premise","tt12680508","5","Rated on 09 Jul 2021"
"Lucky Grandma","tt10011336","6","Rated on 09 Jul 2021"
"Creem: America's Only Rock 'n' Roll Magazine","tt7808498","7","Rated on 09 Jul 2021"
"Amazing Grace","tt4935462","8","Rated on 09 Jul 2021"
"Midsommar","tt8772262","7","Rated on 09 Jul 2021"
"Can You Ever Forgive Me?","tt4595882","6","Rated on 09 Jul 2021"
"Tito and the Birds","tt8327492","6","Rated on 09 Jul 2021"
"Jimmy Carter: Rock & Roll President","tt11804758","7","Rated on 09 Jul 2021"
"Nine to Five","tt0080319","6","Rated on 09 Jul 2021"
"Breakfast at Tiffany's","tt0054698","7","Rated on 09 Jul 2021"
"Fried Green Tomatoes","tt0101921","8","Rated on 09 Jul 2021"
"Nomadland","tt9770150","7","Rated on 09 Jul 2021"
"Weathering with You","tt9426210","7","Rated on 09 Jul 2021"
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","tt11422728","9","Rated on 09 Jul 2021"
"High Society","tt0049314","6","Rated on 09 Jul 2021"
"On Golden Pond","tt0082846","7","Rated on 09 Jul 2021"
"Willy Wonka & the Chocolate Factory","tt0067992","8","Rated on 09 Jul 2021"
"F9: The Fast Saga","tt5433138","4","Rated on 09 Jul 2021"
"Little Women","tt3281548","8","Rated on 09 Jul 2021"
"Star Wars: Episode V - The Empire Strikes Back","tt0080684","8","Rated on 09 Jul 2021"
"Independence Day","tt0116629","6","Rated on 09 Jul 2021"
"The Rocky Horror Picture Show","tt0073629","7","Rated on 09 Jul 2021"
"Grease","tt0077631","7","Rated on 09 Jul 2021"
"Brokeback Mountain","tt0388795","8","Rated on 09 Jul 2021"
"City of God","tt0317248","8","Rated on 09 Jul 2021"
"The Shawshank Redemption","tt0111161","8","Rated on 09 Jul 2021"
"Supernova","tt11169050","6","Rated on 09 Jul 2021"
"Free Fall","tt2617828","6","Rated on 09 Jul 2021"
"Summer of 85","tt10457128","7","Rated on 09 Jul 2021"
"Emma.","tt9214832","7","Rated on 09 Jul 2021"
"Rita Moreno: Just a Girl Who Decided to Go for It","tt10741846","6","Rated on 09 Jul 2021"
"Forrest Gump","tt0109830","8","Rated on 09 Jul 2021"
"Once Upon a Time in Hollywood","tt7131622","7","Rated on 09 Jul 2021"
"Soul","tt2948372","9","Rated on 09 Jul 2021"
"1917","tt8579674","9","Rated on 09 Jul 2021"
"Léon: The Professional","tt0110413","8","Rated on 09 Jul 2021"
"Titanic","tt0120338","7","Rated on 09 Jul 2021"
"The Matrix","tt0133093","8","Rated on 09 Jul 2021"
"Avengers: Endgame","tt4154796","5","Rated on 09 Jul 2021"
"Se7en","tt0114369","6","Rated on 09 Jul 2021"
"Inception","tt1375666","8","Rated on 09 Jul 2021"
"Parasite","tt6751668","9","Rated on 09 Jul 2021"
"In the Heights","tt1321510","7","Rated on 09 Jul 2021"
"Raya and the Last Dragon","tt5109280","7","Rated on 09 Jul 2021"
"Cruella","tt3228774","6","Rated on 09 Jul 2021"
"La Piscine","tt0064816","7","Rated on 09 Jul 2021"
"Rope","tt0040746","9","Rated on 09 Jul 2021"
"Saving Private Ryan","tt0120815","9","Rated on 09 Jul 2021"
"Spartacus","tt0054331","8","Rated on 09 Jul 2021"
"The Producers","tt0063462","7","Rated on 09 Jul 2021"
"The Seven Year Itch","tt0048605","6","Rated on 09 Jul 2021"
"Videodrome","tt0086541","7","Rated on 09 Jul 2021"
"Frenzy","tt0068611","7","Rated on 09 Jul 2021"
"Die Hard","tt0095016","7","Rated on 09 Jul 2021"
"Dial M for Murder","tt0046912","7","Rated on 09 Jul 2021"
"Diabolique","tt0046911","8","Rated on 09 Jul 2021"
"Cool Hand Luke","tt0061512","7","Rated on 09 Jul 2021"
"Butch Cassidy and the Sundance Kid","tt0064115","8","Rated on 09 Jul 2021"
"Bus Stop","tt0049038","6","Rated on 09 Jul 2021"
"Bull Durham","tt0094812","6","Rated on 09 Jul 2021"
"Ben-Hur","tt0052618","8","Rated on 09 Jul 2021"
"Apocalypse Now","tt0078788","9","Rated on 09 Jul 2021"
"Young Frankenstein","tt0072431","8","Rated on 09 Jul 2021"
"Yellow Submarine","tt0063823","6","Rated on 09 Jul 2021"
"Working Girl","tt0096463","6","Rated on 09 Jul 2021"
"Woman of the Year","tt0035567","6","Rated on 09 Jul 2021"
"Who Framed Roger Rabbit","tt0096438","8","Rated on 09 Jul 2021"
"What Ever Happened to Baby Jane?","tt0056687","9","Rated on 09 Jul 2021"
"What's Eating Gilbert Grape","tt0108550","8","Rated on 09 Jul 2021"
"Vertigo","tt0052357","8","Rated on 09 Jul 2021"
"Traffic","tt0181865","5","Rated on 09 Jul 2021"
"Toy Story","tt0114709","9","Rated on 09 Jul 2021"
"Topaz","tt0065112","6","Rated on 09 Jul 2021"
"Top Hat","tt0027125","6","Rated on 09 Jul 2021"
"To Kill a Mockingbird","tt0056592","8","Rated on 09 Jul 2021"
"To Have and Have Not","tt0037382","8","Rated on 09 Jul 2021"
"To Catch a Thief","tt0048728","8","Rated on 09 Jul 2021"
"Three Days of the Condor","tt0073802","8","Rated on 09 Jul 2021"
"They Shoot Horses, Don't They?","tt0065088","8","Rated on 09 Jul 2021"
"Thelma & Louise","tt0103074","9","Rated on 09 Jul 2021"
"The Wizard of Oz","tt0032138","10","Rated on 09 Jul 2021"
"The Usual Suspects","tt0114814","8","Rated on 09 Jul 2021"
"The Thin Man","tt0025878","7","Rated on 09 Jul 2021"
"The Thin Red Line","tt0120863","7","Rated on 09 Jul 2021"
"The Ten Commandments","tt0049833","7","Rated on 09 Jul 2021"
"The Sound of Music","tt0059742","9","Rated on 09 Jul 2021"
"The Silence of the Lambs","tt0102926","9","Rated on 09 Jul 2021"
"The Shop Around the Corner","tt0033045","7","Rated on 09 Jul 2021"
"The Shining","tt0081505","9","Rated on 09 Jul 2021"
"The Right Stuff","tt0086197","8","Rated on 09 Jul 2021"
"The Pianist","tt0253474","8","Rated on 09 Jul 2021"
"The Philadelphia Story","tt0032904","8","Rated on 09 Jul 2021"
"The Night of the Hunter","tt0048424","9","Rated on 09 Jul 2021"
"The Maltese Falcon","tt0033870","8","Rated on 09 Jul 2021"
"The Lady Eve","tt0033804","6","Rated on 09 Jul 2021"
"The Hours","tt0274558","6","Rated on 09 Jul 2021"
"The Grifters","tt0099703","6","Rated on 09 Jul 2021"
"The Graduate","tt0061722","8","Rated on 09 Jul 2021"
"The Godfather Part II","tt0071562","9","Rated on 09 Jul 2021"
"The Godfather","tt0068646","8","Rated on 09 Jul 2021"
"The Exorcist","tt0070047","9","Rated on 09 Jul 2021"
"The English Patient","tt0116209","7","Rated on 09 Jul 2021"
"The Day the Earth Stood Still","tt0043456","8","Rated on 09 Jul 2021"
"The Color of Money","tt0090863","7","Rated on 09 Jul 2021"
"The Cider House Rules","tt0124315","6","Rated on 09 Jul 2021"
"The Breakfast Club","tt0088847","8","Rated on 09 Jul 2021"
"The Big Sleep","tt0038355","7","Rated on 09 Jul 2021"
"The Big Chill","tt0085244","6","Rated on 09 Jul 2021"
"The 39 Steps","tt0026029","8","Rated on 09 Jul 2021"
"Taxi Driver","tt0075314","9","Rated on 09 Jul 2021"
"Sunset Blvd.","tt0043014","8","Rated on 09 Jul 2021"
"Summertime","tt0048673","6","Rated on 09 Jul 2021"
"Stop Making Sense","tt0088178","8","Rated on 09 Jul 2021"
"Star Trek II: The Wrath of Khan","tt0084726","7","Rated on 09 Jul 2021"
"Spirited Away","tt0245429","8","Rated on 09 Jul 2021"
"Some Like It Hot","tt0053291","8","Rated on 09 Jul 2021"
"Snow White and the Seven Dwarfs","tt0029583","7","Rated on 09 Jul 2021"
"Shrek","tt0126029","7","Rated on 09 Jul 2021"
"Shakespeare in Love","tt0138097","6","Rated on 09 Jul 2021"
"Shadow of a Doubt","tt0036342","7","Rated on 09 Jul 2021"
"Sense and Sensibility","tt0114388","8","Rated on 09 Jul 2021"
"Schindler's List","tt0108052","8","Rated on 09 Jul 2021"
"Say Anything","tt0098258","6","Rated on 09 Jul 2021"
"Saturday Night Fever","tt0076666","7","Rated on 09 Jul 2021"
"Rushmore","tt0128445","7","Rated on 09 Jul 2021"
"Rosemary's Baby","tt0063522","9","Rated on 09 Jul 2021"
"RoboCop","tt0093870","6","Rated on 09 Jul 2021"
"Risky Business","tt0086200","6","Rated on 09 Jul 2021"
"Reservoir Dogs","tt0105236","6","Rated on 09 Jul 2021"
"Repulsion","tt0059646","9","Rated on 09 Jul 2021"
"Rebel Without a Cause","tt0048545","8","Rated on 09 Jul 2021"
"Rebecca","tt0032976","9","Rated on 09 Jul 2021"
"Rear Window","tt0047396","9","Rated on 09 Jul 2021"
"Rain Man","tt0095953","8","Rated on 09 Jul 2021"
"Psycho","tt0054215","8","Rated on 09 Jul 2021"
"Pulp Fiction","tt0110912","8","Rated on 09 Jul 2021"
"Pinocchio","tt0032910","7","Rated on 09 Jul 2021"
"Pillow Talk","tt0053172","6","Rated on 09 Jul 2021"
"Of Mice and Men","tt0031742","7","Rated on 09 Jul 2021"
"Notorious","tt0038787","7","Rated on 09 Jul 2021"
"North by Northwest","tt0053125","8","Rated on 09 Jul 2021"
"Mulholland Drive","tt0166924","7","Rated on 09 Jul 2021"
"Moonstruck","tt0093565","8","Rated on 09 Jul 2021"
"Monsters, Inc.","tt0198781","8","Rated on 09 Jul 2021"
"Miracle on 34th Street","tt0039628","7","Rated on 09 Jul 2021"
"Meet Me in St. Louis","tt0037059","9","Rated on 09 Jul 2021"
"Mary Poppins","tt0058331","9","Rated on 09 Jul 2021"
"The Road Warrior","tt0082694","7","Rated on 09 Jul 2021"
"Mad Max","tt0079501","7","Rated on 09 Jul 2021"
"M","tt0022100","9","Rated on 09 Jul 2021"
"Love Affair","tt0031593","7","Rated on 09 Jul 2021"
"Lolita","tt0056193","8","Rated on 09 Jul 2021"
"Lawrence of Arabia","tt0056172","9","Rated on 09 Jul 2021"
"King Kong","tt0024216","8","Rated on 09 Jul 2021"
"Jerry Maguire","tt0116695","7","Rated on 09 Jul 2021"
"Jaws","tt0073195","9","Rated on 09 Jul 2021"
"It's a Wonderful Life","tt0038650","8","Rated on 09 Jul 2021"
"Raiders of the Lost Ark","tt0082971","9","Rated on 09 Jul 2021"
"In the Bedroom","tt0247425","8","Rated on 09 Jul 2021"
"His Girl Friday","tt0032599","7","Rated on 09 Jul 2021"
"Hamlet","tt0171359","6","Rated on 09 Jul 2021"
"Gosford Park","tt0280707","6","Rated on 09 Jul 2021"
"Goldfinger","tt0058150","6","Rated on 09 Jul 2021"
"Giant","tt0049261","7","Rated on 09 Jul 2021"
"Ghost World","tt0162346","7","Rated on 09 Jul 2021"
"Gentlemen Prefer Blondes","tt0045810","6","Rated on 09 Jul 2021"
"Gangs of New York","tt0217505","6","Rated on 09 Jul 2021"
"Funny Girl","tt0062994","8","Rated on 09 Jul 2021"
"Funny Face","tt0050419","7","Rated on 09 Jul 2021"
"Full Metal Jacket","tt0093058","8","Rated on 09 Jul 2021"
"Frankenstein","tt0021884","7","Rated on 09 Jul 2021"
"Fantasia","tt0032455","8","Rated on 09 Jul 2021"
"East of Eden","tt0048028","6","Rated on 09 Jul 2021"
"E.T. the Extra-Terrestrial","tt0083866","8","Rated on 09 Jul 2021"
"Dumbo","tt0033563","7","Rated on 09 Jul 2021"
"Driving Miss Daisy","tt0097239","7","Rated on 09 Jul 2021"
"Dracula","tt0021814","8","Rated on 09 Jul 2021"
"Dr. Jekyll and Mr. Hyde","tt0022835","8","Rated on 09 Jul 2021"
"Desperately Seeking Susan","tt0089017","5","Rated on 09 Jul 2021"
"Dark Victory","tt0031210","8","Rated on 09 Jul 2021"
"Dangerous Liaisons","tt0094947","7","Rated on 09 Jul 2021"
"Citizen Kane","tt0033467","8","Rated on 09 Jul 2021"
"Chocolat","tt0241303","7","Rated on 09 Jul 2021"
"Chicken Run","tt0120630","7","Rated on 09 Jul 2021"
"Chicago","tt0299658","7","Rated on 09 Jul 2021"
"Cat on a Hot Tin Roof","tt0051459","9","Rated on 09 Jul 2021"
"Casablanca","tt0034583","9","Rated on 09 Jul 2021"
"Cabaret","tt0068327","9","Rated on 09 Jul 2021"
"Bringing Up Baby","tt0029947","8","Rated on 09 Jul 2021"
"Brazil","tt0088846","8","Rated on 09 Jul 2021"
"Don't Look Back","tt0061589","8","Rated on 09 Jul 2021"
"Barry Lyndon","tt0072684","7","Rated on 09 Jul 2021"
"Apollo 13","tt0112384","8","Rated on 09 Jul 2021"
"American Graffiti","tt0069704","6","Rated on 09 Jul 2021"
