"AwardCeremony","FilmID","FilmName","Year","Rated","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Service","AFISilver","Theater","Watchlist","Nominations","Losses","Wins"
"85-2013","tt2312702","Death of a Shadow",2012,"N/A","20 min","Short, Drama, Fantasy","Tom Van Avermaet","Tom Van Avermaet","Matthias Schoenaerts, Laura Verlinden, Peter Van den Eede","Stuck in a dark limbo between life and death, a deceased soldier Nathan Rijckx collects shadows of dying men and women to buy back his own second chance at life. Obsessed by a girl he met the moment before he died, the thought of see","Flemish, French, German","Belgium, France","Nominated for 1 Oscar. 18 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTc5NDM3MjkzOV5BMl5BanBnXkFtZTcwODI3Mjg5OA@@._V1_SX300.jpg","N/A","7.2","1,985","tt2312702","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,NA,NA,NA,"Y",1,1,0
"85-2013","tt2348322","Open Heart",2013,"N/A","54 min","Documentary","Kief Davidson","N/A","N/A","Eight Rwandan children leave their families behind to embark on a life-or-death journey seeking high-risk heart surgery in Sudan. Their hearts ravaged by a treatable disease from childhood strep throat, they have only months left to","English","United States","Nominated for 1 Oscar. 3 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BNjA0MDk0MzQ0OF5BMl5BanBnXkFtZTcwMDY4MDAxOQ@@._V1_SX300.jpg","N/A","7.1","156","tt2348322","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA,NA,"Y",1,1,0
"85-2013","tt2388725","Paperman",2012,"G","7 min","Animation, Short, Comedy","John Kahrs","Clio Chiang, Kendelle Hoyer","John Kahrs, Kari Wahlgren, Jack Goldenberg","An office worker meets the girl of his dreams and uses a fleet of paper airplanes to get her attention.","English","United States","Won 1 Oscar. 3 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTM4ODg0MzM0MV5BMl5BanBnXkFtZTcwNDY2MTc3Nw@@._V1_SX300.jpg","N/A","8.3","32,796","tt2388725","movie",NA,NA,NA,NA,"8.3/10",NA,NA,8,"2022-02-28","Prime Rentals",NA,NA,NA,1,0,1
"85-2013","tt2391009","Head Over Heels",2012,"TV-PG","11 min","Animation, Short, Comedy","Timothy Reckart","Timothy Reckart","Nigel Anthony, Rayyah McCaul","Walter and Madge have grown apart: he lives on the floor and she lives on the ceiling. When Walter tries to reignite their old romance, the couple must face their equilibrium.","N/A","United Kingdom","Nominated for 1 Oscar. 13 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BNTQ0MTBmMTYtODNlOC00YzYxLTk5MGItZWY5NGE5ZGVlNzNjXkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_SX300.jpg","N/A","7.4","2,267","tt2391009","movie",NA,NA,NA,NA,"7.4/10",NA,NA,NA,NA,NA,NA,NA,"Y",1,1,0
"86-2014","tt0481499","The Croods",2013,"PG","98 min","Animation, Adventure, Comedy","Kirk DeMicco, Chris Sanders","Chris Sanders, Kirk DeMicco, John Cleese","Nicolas Cage, Ryan Reynolds, Emma Stone","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","English","United States","Nominated for 1 Oscar. 5 wins & 46 nominations total","https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg","55","7.2","206,456","tt0481499","movie",NA,NA,NA,NA,"7.2/10","55/100","72%",NA,NA,NA,NA,NA,"Y",1,1,0
"86-2014","tt0790636","Dallas Buyers Club",2013,"R","117 min","Biography, Drama","Jean-Marc Vallée","Craig Borten, Melisa Wallack","Matthew McConaughey, Jennifer Garner, Jared Leto","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.","English, Japanese","United States","Won 3 Oscars. 84 wins & 87 nominations total","https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_SX300.jpg","79","8.0","469,401","tt0790636","movie",NA,NA,NA,NA,"8.0/10","79/100","92%",7,"2021-08-20",NA,NA,NA,NA,6,3,3
"86-2014","tt0816442","The Book Thief",2013,"PG-13","131 min","Drama, War","Brian Percival","Markus Zusak, Michael Petroni","Sophie Nélisse, Geoffrey Rush, Emily Watson","While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.","English, German","United States, Germany","Nominated for 1 Oscar. 9 wins & 17 nominations total","https://m.media-amazon.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg","53","7.5","132,490","tt0816442","movie",NA,NA,NA,NA,"7.5/10","53/100","48%",NA,NA,NA,NA,NA,"Y",1,1,0
"86-2014","tt0993846","The Wolf of Wall Street",2013,"R","180 min","Biography, Comedy, Crime","Martin Scorsese","Terence Winter, Jordan Belfort","Leonardo DiCaprio, Jonah Hill, Margot Robbie","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","English, French","United States","Nominated for 5 Oscars. 37 wins & 179 nominations total","https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg","75","8.2","1,305,596","tt0993846","movie",NA,NA,NA,NA,"8.2/10","75/100","79%",6,"2021-08-20",NA,NA,NA,NA,5,5,0
"86-2014","tt1091191","Lone Survivor",2013,"R","121 min","Action, Biography, Drama","Peter Berg","Peter Berg, Marcus Luttrell, Patrick Robinson","Mark Wahlberg, Taylor Kitsch, Emile Hirsch","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","English, Pashtu, Arabic","United States, United Kingdom","Nominated for 2 Oscars. 6 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_SX300.jpg","60","7.5","279,341","tt1091191","movie",NA,NA,NA,NA,"7.5/10","60/100","75%",NA,NA,NA,NA,NA,"Y",2,2,0
"86-2014","tt1170358","The Hobbit: The Desolation of Smaug",2013,"PG-13","161 min","Adventure, Fantasy","Peter Jackson","Fran Walsh, Philippa Boyens, Peter Jackson","Ian McKellen, Martin Freeman, Richard Armitage","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.","English","New Zealand, United States","Nominated for 3 Oscars. 19 wins & 90 nominations total","https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SX300.jpg","66","7.8","632,389","tt1170358","movie",NA,NA,NA,NA,"7.8/10","66/100","74%",3,"2021-07-14",NA,NA,NA,NA,3,3,0
"86-2014","tt1210819","The Lone Ranger",2013,"PG-13","150 min","Action, Adventure, Western","Gore Verbinski","Justin Haythe, Ted Elliott, Terry Rossio","Johnny Depp, Armie Hammer, William Fichtner","Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.","English, North American Indian","United States","Nominated for 2 Oscars. 5 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg","37","6.4","229,216","tt1210819","movie",NA,NA,NA,NA,"6.4/10","37/100","30%",NA,NA,NA,NA,NA,NA,2,2,0
"86-2014","tt1300854","Iron Man 3",2013,"PG-13","130 min","Action, Adventure, Sci-Fi","Shane Black","Drew Pearce, Shane Black, Stan Lee","Robert Downey Jr., Guy Pearce, Gwyneth Paltrow","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","English","United States","Nominated for 1 Oscar. 20 wins & 63 nominations total","https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@._V1_SX300.jpg","62","7.1","810,460","tt1300854","movie",NA,NA,NA,NA,"7.1/10","62/100","79%",3,"2021-07-14",NA,NA,"Y",NA,1,1,0
"86-2014","tt1322269","August: Osage County",2013,"R","121 min","Comedy, Drama","John Wells","Tracy Letts","Meryl Streep, Dermot Mulroney, Julia Roberts","A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.","English","United States","Nominated for 2 Oscars. 16 wins & 65 nominations total","https://m.media-amazon.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_SX300.jpg","58","7.2","88,631","tt1322269","movie",NA,NA,NA,NA,"7.2/10","58/100","67%",5,"2023-06-05",NA,NA,NA,NA,2,2,0
"86-2014","tt1343092","The Great Gatsby",2013,"PG-13","143 min","Drama, Romance","Baz Luhrmann","Baz Luhrmann, Craig Pearce, F. Scott Fitzgerald","Leonardo DiCaprio, Carey Mulligan, Joel Edgerton","A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.","English","Australia, United States","Won 2 Oscars. 50 wins & 86 nominations total","https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg","55","7.2","516,448","tt1343092","movie",NA,NA,NA,NA,"7.2/10","55/100","48%",6,"2021-07-09",NA,NA,NA,NA,2,0,2
"86-2014","tt1392214","Prisoners",2013,"R","153 min","Crime, Drama, Mystery","Denis Villeneuve","Aaron Guzikowski","Hugh Jackman, Jake Gyllenhaal, Viola Davis","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","English","United States","Nominated for 1 Oscar. 10 wins & 38 nominations total","https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg","70","8.1","659,583","tt1392214","movie",NA,NA,NA,NA,"8.1/10","70/100","81%",7,"2023-04-02",NA,NA,NA,NA,1,1,0
"86-2014","tt1408101","Star Trek Into Darkness",2013,"PG-13","132 min","Action, Adventure, Sci-Fi","J.J. Abrams","Roberto Orci, Alex Kurtzman, Damon Lindelof","Chris Pine, Zachary Quinto, Zoe Saldana","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","English, Klingon","United States","Nominated for 1 Oscar. 7 wins & 59 nominations total","https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg","72","7.7","476,245","tt1408101","movie",NA,NA,NA,NA,"7.7/10","72/100","84%",7,"2021-07-15",NA,NA,"Y",NA,1,1,0
"86-2014","tt1454468","Gravity",2013,"PG-13","91 min","Drama, Sci-Fi, Thriller","Alfonso Cuarón","Alfonso Cuarón, Jonás Cuarón","Sandra Bullock, George Clooney, Ed Harris","Two astronauts work together to survive after an accident leaves them stranded in space.","English, Greenlandic","United Kingdom, United States","Won 7 Oscars. 238 wins & 187 nominations total","https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg","96","7.7","802,560","tt1454468","movie",NA,NA,NA,NA,"7.7/10","96/100","96%",7,"2021-07-09",NA,NA,"Y",NA,10,3,7
"86-2014","tt1462900","The Grandmaster",2013,"PG-13","130 min","Action, Biography, Drama","Kar-Wai Wong","Kar-Wai Wong, Jingzhi Zou, Haofeng Xu","Tony Chiu-Wai Leung, Ziyi Zhang, Jin Zhang","The story of martial-arts master Ip Man, the man who trained Bruce Lee.","Mandarin, Cantonese, Japanese","Hong Kong, China","Nominated for 2 Oscars. 68 wins & 72 nominations total","https://m.media-amazon.com/images/M/MV5BZTRiM2VmZTctY2Y0Ni00ZWJmLTg3MGUtMDA3ZmVkYWFkNzJhXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg","73","6.6","33,556","tt1462900","movie",NA,NA,NA,NA,"6.6/10","73/100","78%",NA,NA,NA,NA,NA,"Y",2,2,0
"86-2014","tt1535109","Captain Phillips",2013,"PG-13","134 min","Action, Biography, Crime","Paul Greengrass","Billy Ray, Richard Phillips, Stephan Talty","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","English, Somali","United States","Nominated for 6 Oscars. 16 wins & 154 nominations total","https://m.media-amazon.com/images/M/MV5BODhiZWRhMjctNDUyMS00NmUwLTgwYmItMjJhOWNkZWQ3ZTQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","82","7.8","443,885","tt1535109","movie",NA,NA,NA,NA,"7.8/10","82/100","93%",6,"2021-07-14",NA,NA,NA,NA,6,6,0
"86-2014","tt1690953","Despicable Me 2",2013,"PG","98 min","Animation, Adventure, Comedy","Pierre Coffin, Chris Renaud","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Benjamin Bratt","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","English, Ukrainian","United States, France, Japan","Nominated for 2 Oscars. 12 wins & 66 nominations total","https://m.media-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg","62","7.3","386,513","tt1690953","movie",NA,NA,NA,NA,"7.3/10","62/100","75%",6,"2021-07-14",NA,NA,NA,NA,2,2,0
"86-2014","tt1700845","The Invisible Woman",2013,"R","111 min","Biography, Drama, History","Ralph Fiennes","Abi Morgan, Claire Tomalin","Ralph Fiennes, Felicity Jones, Kristin Scott Thomas","At the height of his career, Charles Dickens meets a younger woman who becomes his secret lover until his death.","English, French","United Kingdom","Nominated for 1 Oscar. 1 win & 7 nominations total","https://m.media-amazon.com/images/M/MV5BYjI5MWExY2QtNzk5My00YjcyLWE3N2QtN2IwNjA1ZmM0ZDQ5XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg","75","6.2","9,832","tt1700845","movie",NA,NA,NA,NA,"6.2/10","75/100","74%",NA,NA,NA,NA,NA,"Y",1,1,0
"86-2014","tt1798709","Her",2013,"R","126 min","Drama, Romance, Sci-Fi","Spike Jonze","Spike Jonze","Joaquin Phoenix, Amy Adams, Scarlett Johansson","In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.","English","United States","Won 1 Oscar. 83 wins & 186 nominations total","https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg","91","8.0","579,879","tt1798709","movie",NA,NA,NA,NA,"8.0/10","91/100","94%",8,"2021-07-09",NA,NA,NA,NA,5,4,1
"86-2014","tt1800241","American Hustle",2013,"R","138 min","Crime, Drama","David O. Russell","Eric Warren Singer, David O. Russell","Christian Bale, Amy Adams, Bradley Cooper","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.","English, Arabic","United States, China","Nominated for 10 Oscars. 69 wins & 227 nominations total","https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","90","7.2","468,001","tt1800241","movie",NA,NA,NA,NA,"7.2/10","90/100","92%",6,"2021-07-14",NA,NA,"Y",NA,10,10,0
"86-2014","tt1816518","Ernest & Celestine",2012,"PG","80 min","Animation, Adventure, Comedy","Stéphane Aubier, Vincent Patar, Benjamin Renner","Daniel Pennac, Gabrielle Vincent","Lambert Wilson, Pauline Brunner, Anne-Marie Loop","The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.","French, English","France, Belgium, Luxembourg","Nominated for 1 Oscar. 14 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BMjA3NzA5ODY4M15BMl5BanBnXkFtZTgwMzU5ODMwMTE@._V1_SX300.jpg","86","7.9","19,973","tt1816518","movie",NA,NA,NA,NA,"7.9/10","86/100","98%",NA,NA,NA,NA,NA,"Y",1,1,0
"86-2014","tt1821549","Nebraska",2013,"R","115 min","Adventure, Comedy, Drama","Alexander Payne","Bob Nelson","Bruce Dern, Will Forte, June Squibb","An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.","English, Spanish","United States","Nominated for 6 Oscars. 29 wins & 168 nominations total","https://m.media-amazon.com/images/M/MV5BOGQzODdlMDktNzU4ZC00N2M3LWFkYTAtYTM1NTE0ZWI5YTg4XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_SX300.jpg","87","7.7","116,344","tt1821549","movie",NA,NA,NA,NA,"7.7/10","87/100","91%",6,"2022-05-23",NA,NA,NA,NA,6,6,0
"86-2014","tt1986769","Alone Yet Not Alone",2013,"PG-13","103 min","Action, Drama, History","Ray Bengston, George D. Escobar","Tracy Leininger Craven, George D. Escobar, James Richards","Kelly Greyson, Natalie Racoosin, Clay Walker","Alone yet Not Alone is based on the inspirational, true story of Barbara and Regina Leininger, two immigrant sisters forced to embark on a journey of faith that will lead them through the darkness of war into the light of freedom.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMjMyNDk5NDk5MF5BMl5BanBnXkFtZTgwMjA2MDg1MzE@._V1_SX300.jpg","N/A","4.6","824","tt1986769","movie",NA,NA,NA,NA,"4.6/10",NA,NA,NA,NA,NA,NA,NA,"Y",1,1,0
"86-2014","tt1998355","The Voorman Problem",2011,"TV-PG","13 min","Short, Drama, Fantasy","Mark Gill","Mark Gill, Baldwin Li, David Mitchell","Martin Freeman, Simon Griffiths, Tom Hollander","Doctor Williams is the latest psychiatrist to deal with a smug patient called Voorman who claims to be God himself. Although skeptical, Williams soon gets an eerie feeling that openly malicious Voorman is not simply insane.","English","United Kingdom","Nominated for 1 Oscar. 2 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BMTQzMDIxNTgzNF5BMl5BanBnXkFtZTgwNjc0OTg5MDE@._V1_SX300.jpg","N/A","7.3","1,135","tt1998355","movie",NA,NA,NA,NA,"7.3/10",NA,NA,6,"2023-08-12",NA,NA,NA,NA,1,1,0
"86-2014","tt2013293","The Wind Rises",2013,"PG-13","126 min","Animation, Biography, Drama","Hayao Miyazaki","Hayao Miyazaki","Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Japanese, German, Italian, French, English","Japan, France, United States","Nominated for 1 Oscar. 26 wins & 54 nominations total","https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_SX300.jpg","83","7.8","80,879","tt2013293","movie",NA,NA,NA,NA,"7.8/10","83/100","88%",7,"2023-07-09",NA,NA,NA,NA,1,1,0
"86-2014","tt2017038","All Is Lost",2013,"PG-13","106 min","Action, Adventure, Drama","J.C. Chandor","J.C. Chandor","Robert Redford, Dyapa Gnaneshwar Reddy","After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.","English","United States","Nominated for 1 Oscar. 3 wins & 48 nominations total","https://m.media-amazon.com/images/M/MV5BMjI0MzIyMjU1N15BMl5BanBnXkFtZTgwOTk1MjQxMDE@._V1_SX300.jpg","87","6.9","79,356","tt2017038","movie",NA,NA,NA,NA,"6.9/10","87/100","94%",NA,NA,NA,NA,NA,"Y",1,1,0
"86-2014","tt2024519","The Broken Circle Breakdown",2012,"Not Rated","111 min","Drama, Music, Romance","Felix van Groeningen","Johan Heldenbergh, Mieke Dobbels, Carl Joos","Veerle Baetens, Johan Heldenbergh, Nell Cattrysse","Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.","Flemish, English, Dutch","Belgium, Netherlands","Nominated for 1 Oscar. 38 wins & 28 nominations total","https://m.media-amazon.com/images/M/MV5BZDFhOGZmYjktY2NhYS00NGYxLTljMGMtMmFhMzM5NjM1OWFmXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg","70","7.7","40,681","tt2024519","movie",NA,NA,NA,NA,"7.7/10","70/100","83%",NA,NA,NA,NA,NA,"Y",1,1,0
