"AwardCeremony","FilmID","FilmName","Your.Rating","IMDb.Rating","Num.Votes","Nominations","Losses","Wins"
"77-2005","tt0385004","House of Flying Daggers",7,7.5,115484,1,1,0
"77-2005","tt0388534","Wasp",NA,7.5,5199,1,0,1
"77-2005","tt0388789","Born Into Brothels: Calcutta's Red Light Kids",NA,7.2,17844,1,0,1
"77-2005","tt0390221","Maria Full of Grace",7,7.4,35954,1,1,0
"77-2005","tt0390521","Super Size Me",7,7.2,112367,1,1,0
"77-2005","tt0390579","Two Cars, One Night",NA,7.2,2832,1,1,0
"77-2005","tt0395169","Hotel Rwanda",7,8.1,368349,3,3,0
"77-2005","tt0405159","Million Dollar Baby",7,8.1,713389,7,3,4
"77-2005","tt0406501","7:35 in the Morning",7,7.3,2566,1,1,0
"77-2005","tt0412936","Lorenzo",6,6.5,2080,1,1,0
"77-2005","tt0414469","Ryan",8,7.5,2978,1,0,1
"77-2005","tt0419279","Yesterday",NA,7.5,2466,1,1,0
"77-2005","tt0420195","Sister Rose's Passion",NA,6.9,109,1,1,0
"77-2005","tt0425200","Little Terrorist",NA,7.1,701,1,1,0
"77-2005","tt0430159","Guard Dog",7,7.3,1062,1,1,0
"77-2005","tt0435933","Birthday Boy",NA,6.5,631,1,1,0
"77-2005","tt0436857","Twist of Faith",7,7.2,977,1,1,0
"77-2005","tt0438064","Gopher Broke",6,6.5,1395,1,1,0
"77-2005","tt0442947","The Children of Leningradsky",NA,7.8,939,1,1,0
"77-2005","tt0443434","Autism Is a World",NA,6.8,167,1,1,0
"77-2005","tt0443499","Everything in This Country Must",7,7.3,113,1,1,0
"77-2005","tt0443531","Hardwood",NA,6.3,137,1,1,0
"77-2005","tt0443587","Mighty Times: The Children's March",NA,7.8,126,1,0,1
"78-2006","tt0121164","Corpse Bride",7,7.4,294561,1,1,0
"78-2006","tt0121766","Star Wars: Episode III - Revenge of the Sith",4,7.6,832234,1,1,0
"78-2006","tt0312004","Wallace & Gromit: The Curse of the Were-Rabbit",8,7.5,144360,1,0,1
"78-2006","tt0330373","Harry Potter and the Goblet of Fire",6,7.7,668104,1,1,0
"78-2006","tt0347149","Howl's Moving Castle",6,8.2,434041,1,1,0
"78-2006","tt0352248","Cinderella Man",5,8,196134,3,3,0
"78-2006","tt0358273","Walk the Line",6,7.8,262603,5,4,1
"78-2006","tt0360717","King Kong",5,7.2,441431,4,1,3
"78-2006","tt0363771","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",4,6.9,420730,3,2,1
"78-2006","tt0365737","Syriana",4,6.9,133557,2,1,1
"78-2006","tt0367089","The Squid and the Whale",6,7.3,88875,1,1,0
"78-2006","tt0367594","Charlie and the Chocolate Factory",5,6.7,516008,1,1,0
"78-2006","tt0372784","Batman Begins",8,8.2,1551518,1,1,0
"78-2006","tt0375679","Crash",6,7.7,446438,6,3,3
"78-2006","tt0379725","Capote",7,7.3,139047,5,4,1
"78-2006","tt0387131","The Constant Gardener",5,7.4,147386,4,3,1
"78-2006","tt0388795","Brokeback Mountain",8,7.7,376123,8,5,3
"78-2006","tt0395972","North Country",6,7.3,44542,2,2,0
"78-2006","tt0397535","Memoirs of a Geisha",5,7.3,158261,6,3,3
"78-2006","tt0399146","A History of Violence",NA,7.4,249907,2,2,0
"78-2006","tt0402399","The New World",NA,6.7,89019,1,1,0
"78-2006","tt0407265","Transamerica",6,7.4,42180,2,2,0
"78-2006","tt0407304","War of the Worlds",3,6.5,469610,3,3,0
"78-2006","tt0408306","Munich",5,7.5,236095,5,5,0
"78-2006","tt0409799","Cashback",NA,7.6,11133,1,1,0
"78-2006","tt0410097","Hustle & Flow",6,7.3,42737,2,1,1
"78-2006","tt0413015","Mrs. Henderson Presents",NA,7,16287,2,2,0
"78-2006","tt0414387","Pride & Prejudice",7,7.8,322398,4,4,0
"78-2006","tt0416320","Match Point",5,7.6,226033,1,1,0
"78-2006","tt0418773","Junebug",NA,6.9,23320,1,1,0
"78-2006","tt0424024","Darwin's Nightmare",NA,7.4,5634,1,1,0
"78-2006","tt0424205","Joyeux Noel",8,7.7,31599,1,1,0
"78-2006","tt0425458","Six Shooter",6,7.4,14062,1,0,1
"78-2006","tt0426578","Sophie Scholl: The Final Days",NA,7.6,28433,1,1,0
"78-2006","tt0427617","Our Time Is Up",NA,7.2,943,1,1,0
"78-2006","tt0428803","March of the Penguins",9,7.5,59564,1,0,1
"78-2006","tt0433383","Good Night, and Good Luck.",8,7.4,100685,6,6,0
"78-2006","tt0436613","Murderball",7,7.7,10409,1,1,0
"78-2006","tt0439676","The Death of Kevin Carter: Casualty of the Bang Bang Club",NA,7,169,1,1,0
"78-2006","tt0443424","9",7,7.7,6815,1,1,0
"78-2006","tt0443446","Don't Tell",NA,6.4,2572,1,1,0
"78-2006","tt0445620","Paradise Now",NA,7.4,23929,1,1,0
"78-2006","tt0449619","The Moon and the Son: An Imagined Conversation",NA,6.9,673,1,0,1
"78-2006","tt0452139","The Runaway",NA,7,395,1,1,0
"78-2006","tt0455912","Badgered",6,6.5,725,1,1,0
"78-2006","tt0457496","Street Fight",NA,7.9,2111,1,1,0
"78-2006","tt0461847","The Last Farm",NA,7.6,1299,1,1,0
"78-2006","tt0468565","Tsotsi",NA,7.2,29473,1,0,1
"78-2006","tt0469146","The Mysterious Geographic Explorations of Jasper Morello",NA,7.7,2406,1,1,0
"78-2006","tt0479113","One Man Band",7,7.6,16864,1,1,0
"78-2006","tt0480247","God Sleeps in Rwanda",NA,7.3,129,1,1,0
"78-2006","tt0491795","A Note of Triumph: The Golden Age of Norman Corwin",NA,7.1,131,1,0,1
"78-2006","tt0762119","The Mushroom Club",NA,6.8,69,1,1,0
"78-2006","tt1016268","Enron: The Smartest Guys in the Room",NA,7.6,19879,1,1,0
"79-2007","tt0206634","Children of Men",7,7.9,522433,3,3,0
"79-2007","tt0240200","Water",NA,7.7,15273,1,1,0
"79-2007","tt0317219","Cars",4,7.2,457410,2,2,0
"79-2007","tt0343737","The Good Shepherd",5,6.7,107053,1,1,0
"79-2007","tt0348150","Superman Returns",3,6.1,289804,1,1,0
"79-2007","tt0366548","Happy Feet",5,6.4,197313,1,0,1
"79-2007","tt0383574","Pirates of the Caribbean: Dead Man's Chest",5,7.4,755430,4,3,1
"79-2007","tt0385880","Monster House",6,6.6,135405,1,1,0
"79-2007","tt0387877","The Black Dahlia",NA,5.6,76460,1,1,0
"79-2007","tt0389860","Click",4,6.4,351069,1,1,0
"79-2007","tt0404203","Little Children",6,7.5,115674,3,3,0
"79-2007","tt0405094","The Lives of Others",8,8.4,405087,1,0,1
"79-2007","tt0407887","The Departed",6,8.5,1397809,5,1,4
"79-2007","tt0409182","Poseidon",NA,5.7,109288,1,1,0
"79-2007","tt0418689","Flags of Our Fathers",7,7.1,128081,2,2,0
"79-2007","tt0422720","Marie Antoinette",4,6.5,119252,1,0,1
"79-2007","tt0436697","The Queen",7,7.3,115229,6,5,1
"79-2007","tt0438575","West Bank Story",6,7.2,1679,1,0,1
"79-2007","tt0441909","Volver",NA,7.6,106443,1,1,0
"79-2007","tt0442001","Binta and the Great Idea",7,7.2,542,1,1,0
"79-2007","tt0443453","Borat",6,7.4,434729,1,1,0
"79-2007","tt0443489","Dreamgirls",8,6.6,76536,6,4,2
"79-2007","tt0443543","The Illusionist",5,7.5,386440,1,1,0
"79-2007","tt0444182","Days of Glory",NA,7,15023,1,1,0
"79-2007","tt0449059","Little Miss Sunshine",7,7.8,509246,4,2,2
"79-2007","tt0449467","Babel",6,7.5,314511,6,5,1
"79-2007","tt0450259","Blood Diamond",5,8,577698,5,5,0
"79-2007","tt0452624","The Good German",5,6,25901,1,1,0
"79-2007","tt0454921","The Pursuit of Happyness",7,8,549651,1,1,0
"79-2007","tt0455590","The Last King of Scotland",8,7.6,194190,1,0,1
"79-2007","tt0457430","Pan's Labyrinth",9,8.2,694871,6,3,3
"79-2007","tt0457655","After the Wedding",NA,7.7,36430,1,1,0
"79-2007","tt0458352","The Devil Wears Prada",7,6.9,451668,2,2,0
"79-2007","tt0460616","One Too Many",NA,7.2,676,1,1,0
"79-2007","tt0465551","Notes on a Scandal",6,7.4,83375,4,4,0
"79-2007","tt0467485","The Saviour",NA,6.8,405,1,1,0
"79-2007","tt0468489","Half Nelson",6,7.1,90854,1,1,0
"79-2007","tt0472043","Apocalypto",6,7.8,326766,3,3,0
"79-2007","tt0473444","Curse of the Golden Flower",NA,7,45643,1,1,0
"79-2007","tt0475276","United 93",NA,7.6,110128,2,2,0
"79-2007","tt0482571","The Prestige",7,8.5,1414647,2,2,0
"79-2007","tt0486358","Jesus Camp",7,7.4,28617,1,1,0
"79-2007","tt0489327","Venus",NA,7.1,13350,1,1,0
"79-2007","tt0492466","Iraq in Fragments",NA,7.2,1537,1,1,0
"79-2007","tt0497116","An Inconvenient Truth",7,7.4,84852,2,0,2
"79-2007","tt0498380","Letters from Iwo Jima",6,7.8,168631,4,3,1
"79-2007","tt0814075","Deliver Us from Evil",NA,7.9,10730,1,1,0
"79-2007","tt0816562","The Little Matchgirl",6,7.8,5149,1,1,0
"79-2007","tt0859595","The Blood of Yingzhou District",8,7.3,302,1,0,1
"79-2007","tt0859631","Recycled Life",8,7.6,121,1,1,0
"79-2007","tt0902999","No Time for Nuts",7,7.5,4284,1,1,0
"79-2007","tt0933357","The Danish Poet",NA,7.5,2529,1,0,1
"79-2007","tt0945571","Lifted",8,7.8,20599,1,1,0
"79-2007","tt0951144","Maestro",8,7.4,1468,1,1,0
"79-2007","tt0951151","Two Hands: The Leon Fleisher Story",NA,6.4,90,1,1,0
"79-2007","tt0955271","Helmer & Son",NA,6.8,452,1,1,0
"79-2007","tt0982919","Rehearsing a Dream",NA,7.1,54,1,1,0
"79-2007","tt4425258","My Country, My Country",NA,7,401,1,1,0
"80-2008","tt0368794","I'm Not There",5,6.8,60696,1,1,0
"80-2008","tt0381849","3:10 to Yuma",NA,7.7,327330,2,2,0
"80-2008","tt0382932","Ratatouille",8,8.1,802423,5,4,1
"80-2008","tt0385752","The Golden Compass",5,6.1,195334,2,1,1
"80-2008","tt0386032","Sicko",7,8,76576,1,1,0
"80-2008","tt0401383","The Diving Bell and the Butterfly",9,8,109883,4,4,0
"80-2008","tt0408236","Sweeney Todd: The Demon Barber of Fleet Street",6,7.3,383000,3,2,1
"80-2008","tt0414055","Elizabeth: The Golden Age",5,6.8,74427,2,1,1
"80-2008","tt0416044","Mongol: The Rise of Genghis Khan",NA,7.2,48633,1,1,0
"80-2008","tt0418279","Transformers",5,7,667438,3,3,0
"80-2008","tt0419887","The Kite Runner",7,7.6,82125,1,1,0
"80-2008","tt0423294","Surf's Up",6,6.7,88871,1,1,0
"80-2008","tt0426931","August Rush",6,7.4,110401,1,1,0
"80-2008","tt0440963","The Bourne Ultimatum",6,8,652821,3,0,3
"80-2008","tt0443680","The Assassination of Jesse James by the Coward Robert Ford",6,7.5,190765,2,2,0
"80-2008","tt0445922","Across the Universe",5,7.3,113568,1,1,0
"80-2008","tt0449088","Pirates of the Caribbean: At World's End",4,7.1,682845,2,2,0
"80-2008","tt0450188","La Vie En Rose",6,7.6,90038,3,1,2
"80-2008","tt0452623","Gone Baby Gone",6,7.6,286776,1,1,0
"80-2008","tt0461770","Enchanted",6,7.1,214764,1,1,0
"80-2008","tt0465538","Michael Clayton",5,7.2,172072,7,6,1
"80-2008","tt0467406","Juno",7,7.5,543391,4,3,1
"80-2008","tt0469494","There Will Be Blood",9,8.2,629987,8,6,2
"80-2008","tt0472062","Charlie Wilson's War",5,7,123859,1,1,0
"80-2008","tt0477051","Norbit",NA,4.2,78556,1,1,0
"80-2008","tt0477348","No Country for Old Men",9,8.2,1037714,8,4,4
"80-2008","tt0478134","In the Valley of Elah",NA,7.2,74662,1,1,0
"80-2008","tt0488478","12",NA,7.6,15230,1,1,0
"80-2008","tt0491747","Away from Her",NA,7.5,22910,2,2,0
"80-2008","tt0758732","Beaufort",NA,6.7,4820,1,1,0
"80-2008","tt0758758","Into the Wild",8,8.1,649215,2,2,0
"80-2008","tt0765429","American Gangster",8,7.8,446530,2,2,0
"80-2008","tt0765443","Eastern Promises",7,7.6,257088,1,1,0
"80-2008","tt0775529","The Savages",6,7.1,38426,2,2,0
"80-2008","tt0783233","Atonement",5,7.8,295037,7,6,1
"80-2008","tt0805564","Lars and the Real Girl",6,7.3,153078,1,1,0
"80-2008","tt0808417","Persepolis",9,8,99083,1,1,0
"80-2008","tt0812387","Tanghi argentini",NA,7.7,775,1,1,0
"80-2008","tt0813547","The Counterfeiters",NA,7.5,46930,1,0,1
"80-2008","tt0820971","The Mozart of Pickpockets",NA,7,951,1,0,1
"80-2008","tt0841160","Sari's Mother",NA,7,135,1,1,0
"80-2008","tt0854678","Taxi to the Dark Side",NA,7.5,16652,1,0,1
"80-2008","tt0863136","Peter and The Wolf",6,7.5,4277,1,0,1
"80-2008","tt0874952","My Love",NA,7.9,1617,1,1,0
"80-2008","tt0879843","Katyn",NA,7,17248,1,1,0
"80-2008","tt0907657","Once",NA,7.8,120414,1,0,1
"80-2008","tt0912593","No End in Sight",NA,8.2,8587,1,1,0
"80-2008","tt0912599","War Dance",NA,7.8,1197,1,1,0
"80-2008","tt0914369","Freeheld",8,7.7,356,1,0,1
"80-2008","tt0922627","The Substitute",NA,6.8,520,1,1,0
"80-2008","tt0970184","Operation Homecoming: Writing the Wartime Experience",NA,7.2,444,1,1,0
"80-2008","tt1029440","Madame Tutli-Putli",7,7.2,2908,1,1,0
"80-2008","tt1066329","Even Pigeons Go to Heaven",6,6.8,965,1,1,0
"80-2008","tt1117985","At Night",NA,7.1,401,1,1,0
"80-2008","tt1156511","I Met the Walrus",7,6.9,942,1,1,0
"80-2008","tt1157626","La corona",NA,7.7,114,1,1,0
"80-2008","tt1157707","Salim Baba",NA,7.3,107,1,1,0
"80-2008","tt1176466","The Tonto Woman",NA,6.9,637,1,1,0
"81-2009","tt0371746","Iron Man",6,7.9,1108411,2,2,0
"81-2009","tt0397892","Bolt",6,6.8,225311,1,1,0
"81-2009","tt0411477","Hellboy II: The Golden Army",NA,7,283122,1,1,0
"81-2009","tt0421715","The Curious Case of Benjamin Button",6,7.8,685170,13,10,3
"81-2009","tt0441773","Kung Fu Panda",7,7.6,506163,1,1,0
"81-2009","tt0455824","Australia",NA,6.6,128773,1,1,0
"81-2009","tt0468569","The Dark Knight",9,9,2816161,8,6,2
"81-2009","tt0493464","Wanted",NA,6.7,404617,2,2,0
"81-2009","tt0497465","Vicky Cristina Barcelona",7,7.1,266463,1,0,1
"81-2009","tt0765432","The Baader Meinhof Complex",NA,7.3,39554,1,1,0
"81-2009","tt0780536","In Bruges",5,7.9,455091,1,1,0
"81-2009","tt0824747","Changeling",NA,7.8,263339,3,3,0
"81-2009","tt0857191","The Visitor",NA,7.6,44258,1,1,0
"81-2009","tt0864761","The Duchess",NA,6.9,86588,2,1,1
"81-2009","tt0870111","Frost/Nixon",7,7.7,111591,5,5,0
"81-2009","tt0910970","WALL·E",9,8.4,1178527,6,5,1
"81-2009","tt0918927","Doubt",8,7.5,134983,4,4,0
"81-2009","tt0942385","Tropic Thunder",4,7.1,441003,1,1,0
"81-2009","tt0959337","Revolutionary Road",8,7.3,222552,3,3,0
"81-2009","tt0976051","The Reader",7,7.6,256138,5,4,1
"81-2009","tt0978759","Frozen River",NA,7.1,26297,2,2,0
"81-2009","tt0983242","Lavatory Lovestory",NA,7.1,1729,1,1,0
"81-2009","tt1010048","Slumdog Millionaire",8,8,869924,9,2,7
"81-2009","tt1013753","Milk",8,7.5,178592,8,6,2
"81-2009","tt1034303","Defiance",NA,7.1,154379,1,1,0
"81-2009","tt1045670","Happy-Go-Lucky",NA,7,40779,1,1,0
"81-2009","tt1068646","The Class",NA,7.5,36224,1,1,0
"81-2009","tt1069238","Departures",7,8,54389,1,0,1
"81-2009","tt1084950","Rachel Getting Married",6,6.7,50799,1,1,0
"81-2009","tt1093824","Encounters at the End of the World",NA,7.7,19082,1,1,0
"81-2009","tt1095191","New Boy",NA,7.1,1196,1,1,0
"81-2009","tt1125849","The Wrestler",NA,7.9,317142,2,2,0
"81-2009","tt1149405","Trouble the Water",NA,7.3,2064,1,1,0
"81-2009","tt1155592","Man on Wire",8,7.7,58168,1,0,1
"81-2009","tt1157685","The Betrayal",NA,7,453,1,1,0
"81-2009","tt1173745","Revanche",8,7.5,15745,1,1,0
"81-2009","tt1185616","Waltz with Bashir",NA,8,59918,1,1,0
"81-2009","tt1186020","Manon on the Asphalt",NA,7.5,346,1,1,0
"81-2009","tt1219675","On the Line",NA,7.5,423,1,1,0
"81-2009","tt1245104","Presto",8,8.3,25502,1,1,0
"81-2009","tt1252486","The Garden",NA,7.3,749,1,1,0
"81-2009","tt1279499","This Way Up",5,6.9,1661,1,1,0
"81-2009","tt1280548","Toyland",NA,7.7,3097,1,0,1
"81-2009","tt1323941","Oktapodi",7,7.2,3517,1,1,0
"81-2009","tt1333640","The Pig",NA,7.5,391,1,1,0
"81-2009","tt1360057","The Conscience of Nhem En",NA,7.5,69,1,1,0
"81-2009","tt1360061","The Final Inch",NA,8.2,72,1,1,0
"81-2009","tt1360065","Smile Pinki",NA,7.8,452,1,0,1
"81-2009","tt1360068","The Witness from the Balcony of Room 306",NA,7.6,92,1,1,0
"81-2009","tt1361566","The House of Small Cubes",9,8.2,11528,1,0,1
"82-2010","tt0327597","Coraline",7,7.7,257960,1,1,0
"82-2010","tt0361748","Inglourious Basterds",6,8.4,1548981,8,7,1
"82-2010","tt0380510","The Lovely Bones",6,6.6,177641,1,1,0
"82-2010","tt0417741","Harry Potter and the Half-Blood Prince",6,7.6,583312,1,1,0
"82-2010","tt0432283","Fantastic Mr. Fox",8,7.9,263044,2,2,0
"82-2010","tt0485601","The Secret of Kells",6,7.5,37745,1,1,0
"82-2010","tt0489342","Which Way Home",NA,7.8,1185,1,1,0
"82-2010","tt0499549","Avatar",8,7.9,1369056,9,6,3
"82-2010","tt0780521","The Princess and the Frog",6,7.1,162663,2,2,0
"82-2010","tt0790712","The Messenger",NA,7.1,36359,2,2,0
"82-2010","tt0796366","Star Trek",7,7.9,616563,4,3,1
"82-2010","tt0810784","Bright Star",NA,6.9,28488,1,1,0
"82-2010","tt0824758","The Last Station",NA,6.9,19040,2,2,0
"82-2010","tt0875034","Nine",2,5.8,45035,4,4,0
"82-2010","tt0878804","The Blind Side",7,7.6,355271,2,1,1
"82-2010","tt0887912","The Hurt Locker",9,7.5,468853,9,3,6
"82-2010","tt0929632","Precious",5,7.3,115193,6,4,2
"82-2010","tt0948535","Paris 36",NA,6.5,2922,1,1,0
"82-2010","tt0962736","The Young Victoria",6,7.2,65694,3,2,1
"82-2010","tt0988045","Sherlock Holmes",5,7.6,661298,2,2,0
"82-2010","tt1019452","A Serious Man",6,7,148271,2,2,0
"82-2010","tt1023490","Il divo",NA,7.2,18794,1,1,0
"82-2010","tt1035736","Coco Before Chanel",5,6.7,41806,1,1,0
"82-2010","tt1049413","Up",9,8.3,1104155,5,3,2
"82-2010","tt1054606","The Imaginarium of Doctor Parnassus",NA,6.8,153061,2,2,0
"82-2010","tt1055369","Transformers: Revenge of the Fallen",3,6,423988,1,1,0
"82-2010","tt1057500","Invictus",NA,7.3,166436,2,2,0
"82-2010","tt1077262","Ajami",NA,7.3,6479,1,1,0
"82-2010","tt1118511","Wallace & Gromit: A Matter of Loaf and Death",8,7.6,17997,1,1,0
"82-2010","tt1135503","Julie & Julia",6,7,127233,1,1,0
"82-2010","tt1136608","District 9",7,7.9,708738,4,4,0
"82-2010","tt1149362","The White Ribbon",9,7.8,76777,2,2,0
"82-2010","tt1174732","An Education",6,7.3,137488,3,3,0
"82-2010","tt1193138","Up in the Air",8,7.4,346888,5,5,0
"82-2010","tt1206488","The Milk of Sorrow",NA,6.7,7293,1,1,0
"82-2010","tt1226774","In the Loop",NA,7.4,60889,1,1,0
"82-2010","tt1235166","A Prophet",NA,7.8,101428,1,1,0
"82-2010","tt1263670","Crazy Heart",NA,7.2,93731,3,1,2
"82-2010","tt1286537","Food, Inc.",NA,7.8,51982,1,1,0
"82-2010","tt1305806","The Secret in Their Eyes",8,8.2,219398,1,0,1
"82-2010","tt1313104","The Cove",7,8.4,51045,1,0,1
"82-2010","tt1315981","A Single Man",7,7.5,116780,1,1,0
"82-2010","tt1319726","The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers",NA,7.7,2409,1,1,0
"82-2010","tt1323520","French Roast",7,7.1,2932,1,1,0
"82-2010","tt1333634","Burma VJ: Reporting from a Closed Country",NA,7.8,2510,1,1,0
"82-2010","tt1337354","Miracle Fish",6,7.2,927,1,1,0
"82-2010","tt1351684","Instead of Abracadabra",6,7.2,577,1,1,0
"82-2010","tt1381557","The Door",8,7.1,651,1,1,0
"82-2010","tt1382454","Granny O'Grimm's Sleeping Beauty",6,6.4,1660,1,1,0
"82-2010","tt1399573","Kavi",6,6.8,409,1,1,0
"82-2010","tt1410281","Rabbit à la Berlin",9,7.5,896,1,1,0
"82-2010","tt1430809","China's Unnatural Disaster: The Tears of Sichuan Province",NA,7.3,401,1,1,0
"82-2010","tt1487120","The Last Truck: Closing of a GM Plant",NA,6.9,444,1,1,0
"82-2010","tt1520428","The New Tenants",6,6.8,1543,1,0,1
"82-2010","tt1523317","The Lady and the Reaper",7,7.2,2670,1,1,0
"82-2010","tt1534853","The Last Campaign of Governor Booth Gardner",NA,7.2,67,1,1,0
"82-2010","tt1543539","Music by Prudence",NA,7.1,160,1,0,1
"82-2010","tt1563725","Logorama",7,7.5,6217,1,0,1
"83-2011","tt0398286","Tangled",6,7.7,484472,1,1,0
"83-2011","tt0435761","Toy Story 3",7,8.3,879050,5,3,2
"83-2011","tt0477080","Unstoppable",NA,6.8,205750,1,1,0
"83-2011","tt0775489","The Illusionist",7,7.5,36298,1,1,0
"83-2011","tt0780653","The Wolfman",NA,5.8,110772,1,0,1
"83-2011","tt0840361","The Town",7,7.5,410048,1,1,0
"83-2011","tt0842926","The Kids Are All Right",6,7,133746,4,4,0
"83-2011","tt0892769","How to Train Your Dragon",7,8.1,785232,2,2,0
"83-2011","tt0926084","Harry Potter and the Deathly Hallows: Part 1",6,7.7,586900,2,2,0
"83-2011","tt0935075","Rabbit Hole",7,7,50839,1,1,0
"83-2011","tt0944835","Salt",6,6.4,326935,1,1,0
"83-2011","tt0947798","Black Swan",9,8,809988,5,4,1
"83-2011","tt0964517","The Fighter",8,7.8,384718,6,5,1
"83-2011","tt1014759","Alice in Wonderland",4,6.4,435156,3,1,2
"83-2011","tt1023114","The Way Back",NA,7.3,120928,1,1,0
"83-2011","tt1104001","TRON: Legacy",6,6.8,351744,1,1,0
"83-2011","tt1120985","Blue Valentine",5,7.3,208503,1,1,0
"83-2011","tt1164999","Biutiful",NA,7.4,93923,2,2,0
"83-2011","tt1212419","Hereafter",NA,6.5,94880,1,1,0
"83-2011","tt1226236","I Am Love",NA,7,23672,1,1,0
"83-2011","tt1228705","Iron Man 2",5,6.9,856327,1,1,0
"83-2011","tt1229381","Outside the Law",NA,6.6,4074,1,1,0
"83-2011","tt1255953","Incendies",NA,8.3,192786,1,1,0
"83-2011","tt1268204","Waste Land",NA,7.8,9322,1,1,0
"83-2011","tt1274300","The Tempest",NA,5.3,8145,1,1,0
"83-2011","tt1285016","The Social Network",6,7.8,746125,8,5,3
"83-2011","tt1313092","Animal Kingdom",NA,7.2,59909,1,1,0
"83-2011","tt1340107","In a Better World",NA,7.6,41201,1,0,1
"83-2011","tt1375666","Inception",8,8.8,2499897,8,4,4
"83-2011","tt1379182","Dogtooth",NA,7.2,105319,1,1,0
"83-2011","tt1399683","Winter's Bone",7,7.1,148585,4,4,0
"83-2011","tt1403865","True Grit",6,7.6,353584,10,10,0
"83-2011","tt1423894","Barney's Version",NA,7.3,25974,1,1,0
"83-2011","tt1431181","Another Year",NA,7.4,30662,1,1,0
"83-2011","tt1461418","The Gruffalo",NA,7.5,7515,1,1,0
"83-2011","tt1470652","Let's Pollute",4,6.5,640,1,1,0
"83-2011","tt1504320","The King's Speech",8,8,701750,12,8,4
"83-2011","tt1505384","Poster Girl",NA,6.7,361,1,1,0
"83-2011","tt1509756","The Crush",NA,6.6,1695,1,1,0
"83-2011","tt1518330","Wish 143",NA,7.2,602,1,1,0
"83-2011","tt1542344","127 Hours",6,7.5,395582,6,6,0
"83-2011","tt1555064","Country Strong",NA,6.3,18838,1,1,0
"83-2011","tt1558250","GasLand",NA,7.6,11077,1,1,0
"83-2011","tt1559549","Restrepo",NA,7.4,24277,1,1,0
"83-2011","tt1587707","Exit Through the Gift Shop",7,7.9,68299,1,1,0
"83-2011","tt1590114","Madagascar, a Journey Diary",NA,6.6,680,1,1,0
"83-2011","tt1620446","Day & Night",6,8,19837,1,1,0
"83-2011","tt1621975","Sun Come Up",NA,6.9,93,1,1,0
"83-2011","tt1631323","God of Love",8,7.6,1901,1,0,1
"83-2011","tt1645089","Inside Job",8,8.2,78269,1,0,1
"83-2011","tt1669698","The Lost Thing",NA,7.3,3681,1,0,1
"83-2011","tt1684897","Killing in the Name",NA,6.8,93,1,1,0
"83-2011","tt1687903","The Confession",NA,7.5,748,1,1,0
"83-2011","tt1744887","The Warriors of Qiugang",NA,7.2,182,1,1,0
"83-2011","tt1754549","Strangers No More",NA,7.4,217,1,0,1
"83-2011","tt1764508","Na Wewe",NA,6.9,348,1,1,0
"84-2012","tt0433035","Real Steel",5,7.1,350163,1,1,0
"84-2012","tt0448694","Puss in Boots",5,6.6,188606,1,1,0
"84-2012","tt0477302","Extremely Loud & Incredibly Close",5,6.9,104638,2,2,0
"84-2012","tt0478304","The Tree of Life",5,6.8,182588,3,3,0
"84-2012","tt0780504","Drive",7,7.8,691642,1,1,0
"84-2012","tt0970179","Hugo",6,7.5,334043,11,6,5
"84-2012","tt0983193","The Adventures of Tintin",6,7.3,240871,1,1,0
"84-2012","tt1007029","The Iron Lady",6,6.4,112809,2,0,2
"84-2012","tt1033575","The Descendants",7,7.3,248395,5,4,1
"84-2012","tt1124035","The Ides of March",5,7.1,228849,1,1,0
"84-2012","tt1192628","Rango",7,7.3,288131,1,0,1
"84-2012","tt1201607","Harry Potter and the Deathly Hallows: Part 2",6,8.1,930125,3,3,0
"84-2012","tt1204342","The Muppets",8,7.1,96116,1,0,1
